date,code,name,open,close,high,low,volume
2024-04-12,000001,上证指数,3035.58,3019.47,3043.56,3014.83,363119193013.8
2024-04-15,000001,上证指数,3013.67,3057.38,3066.94,2995.54,459849043272.3
2024-04-16,000001,上证指数,3043.55,3007.07,3052.43,3005.34,435170805476.3
2024-04-17,000001,上证指数,3008.06,3071.38,3071.38,3002.06,416254660835.0
2024-04-18,000001,上证指数,3060.03,3074.22,3102.55,3057.76,441432075756.2
2024-04-19,000001,上证指数,3060.3,3065.26,3080.32,3055.06,396614941121.2
2024-04-22,000001,上证指数,3059.06,3044.6,3078.42,3042.54,382192259189.5
2024-04-23,000001,上证指数,3038.61,3021.98,3044.94,3016.52,348651765384.9
2024-04-24,000001,上证指数,3029.4,3044.82,3045.64,3019.12,335157362713.4
2024-04-25,000001,上证指数,3037.93,3052.9,3060.26,3034.65,315797661218.8
2024-04-26,000001,上证指数,3054.98,3088.64,3092.43,3054.98,484160092982.4
2024-04-29,000001,上证指数,3086.68,3113.04,3119.69,3080.59,554918811231.8
2024-04-30,000001,上证指数,3110.16,3104.82,3123.29,3104.29,473803228530.9
2024-05-06,000001,上证指数,3132.51,3140.72,3142.38,3126.77,511256135580.5
2024-05-07,000001,上证指数,3139.66,3147.74,3151.22,3133.69,426951665906.2
2024-05-08,000001,上证指数,3141.49,3128.48,3144.99,3126.17,367220116482.8
2024-05-09,000001,上证指数,3128.16,3154.32,3158.46,3128.16,398979066896.2
2024-05-10,000001,上证指数,3158.59,3154.55,3163.14,3137.15,406707822844.8
2024-05-13,000001,上证指数,3139.48,3148.02,3157.37,3126.17,425963088194.6
2024-05-14,000001,上证指数,3148.85,3145.77,3155.81,3137.61,370069674870.9
2024-05-15,000001,上证指数,3141.25,3119.9,3142.97,3117.93,333005622198.2
2024-05-16,000001,上证指数,3127.18,3122.4,3137.88,3116.16,377502921477.7
2024-05-17,000001,上证指数,3121.71,3154.03,3154.03,3116.78,389572549317.9
2024-05-20,000001,上证指数,3156.15,3171.15,3174.27,3155.99,448816915042.8
2024-05-21,000001,上证指数,3164.68,3157.97,3165.22,3148.34,346584200831.4
2024-05-22,000001,上证指数,3157.19,3158.54,3166.92,3152.46,364137830725.3
2024-05-23,000001,上证指数,3149.88,3116.39,3150.63,3110.28,356689462882.1
2024-05-24,000001,上证指数,3110.75,3088.87,3130.42,3087.79,322748606369.1
2024-05-27,000001,上证指数,3094.14,3124.04,3125.51,3091.99,345383767844.9
2024-05-28,000001,上证指数,3122.39,3109.57,3130.31,3106.36,320985406528.1
2024-05-29,000001,上证指数,3108.03,3111.02,3128.14,3100.98,297512177291.8
2024-05-30,000001,上证指数,3103.71,3091.68,3121.22,3085.38,318475183004.8
2024-05-31,000001,上证指数,3094.76,3086.81,3107.6,3086.81,301121881320.1
2024-06-03,000001,上证指数,3085.98,3078.49,3097.2,3061.28,367608352547.0
2024-06-04,000001,上证指数,3071.32,3091.2,3095.32,3063.59,325589691920.4
2024-06-05,000001,上证指数,3086.05,3065.4,3092.35,3064.74,299722764399.5
2024-06-06,000001,上证指数,3069.44,3048.79,3077.67,3040.83,371317019032.4
2024-06-07,000001,上证指数,3053.92,3051.28,3065.02,3031.04,318911097485.6
2024-06-11,000001,上证指数,3042.13,3028.05,3043.2,3013.86,332683377772.5
2024-06-12,000001,上证指数,3025.3,3037.47,3042.04,3021.31,312058601482.9
2024-06-13,000001,上证指数,3038.09,3028.92,3040.4,3022.82,336871037065.3
2024-06-14,000001,上证指数,3020.96,3032.63,3037.9,3011.58,396194698299.9
2024-06-17,000001,上证指数,3017.72,3015.89,3026.62,3012.05,338146875647.7
2024-06-18,000001,上证指数,3015.07,3030.25,3031.98,3012.52,317319995692.1
2024-06-19,000001,上证指数,3029.1,3018.05,3030.23,3015.33,300290286695.0
2024-06-20,000001,上证指数,3015.72,3005.44,3028.51,3001.77,324101266446.0
2024-06-21,000001,上证指数,2998.24,2998.14,3011.91,2985.93,280275384754.5
2024-06-24,000001,上证指数,2982.83,2963.1,2990.64,2960.13,318595817741.1
2024-06-25,000001,上证指数,2962.77,2950.0,2971.65,2935.54,296569297319.0
2024-06-26,000001,上证指数,2943.45,2972.53,2976.67,2933.33,276215175476.2
2024-06-27,000001,上证指数,2962.7,2945.85,2963.06,2944.9,266670979387.7
2024-06-28,000001,上证指数,2940.3,2967.4,2985.47,2939.98,313347004249.1
2024-07-01,000001,上证指数,2965.25,2994.73,2996.41,2961.86,294321888831.5
2024-07-02,000001,上证指数,2992.86,2997.01,3004.99,2989.47,282559369534.8
2024-07-03,000001,上证指数,2995.66,2982.38,2998.54,2978.07,257840296826.7
2024-07-04,000001,上证指数,2984.83,2957.57,2995.57,2955.29,259006711039.2
2024-07-05,000001,上证指数,2954.37,2949.93,2957.11,2920.2,271508929397.0
2024-07-08,000001,上证指数,2939.84,2922.45,2947.61,2917.23,270872022898.5
2024-07-09,000001,上证指数,2919.57,2959.37,2963.78,2904.04,320361092785.2
2024-07-10,000001,上证指数,2949.03,2939.36,2958.86,2935.33,306035255361.7
2024-07-11,000001,上证指数,2957.25,2970.39,2971.36,2947.4,337653177135.1
2024-07-12,000001,上证指数,2965.61,2971.3,2977.14,2963.3,302581575978.9
2024-07-15,000001,上证指数,2963.85,2974.01,2977.31,2959.13,268733339473.8
2024-07-16,000001,上证指数,2963.9,2976.3,2977.36,2959.67,279121370473.0
2024-07-17,000001,上证指数,2970.81,2962.85,2972.79,2957.95,305469105978.3
2024-07-18,000001,上证指数,2951.14,2977.13,2978.09,2937.9,301283750604.7
2024-07-19,000001,上证指数,2963.51,2982.31,2986.24,2955.12,319112460470.1
2024-07-22,000001,上证指数,2978.19,2964.22,2978.6,2946.56,316415459855.2
2024-07-23,000001,上证指数,2960.5,2915.37,2960.5,2915.37,307194049861.8
2024-07-24,000001,上证指数,2909.15,2901.95,2922.03,2894.29,288660361550.7
2024-07-25,000001,上证指数,2891.89,2886.74,2897.77,2872.85,273281622458.6
2024-07-26,000001,上证指数,2886.0,2890.9,2899.12,2875.4,275443434962.9
2024-07-29,000001,上证指数,2889.47,2891.85,2898.95,2878.58,260094898441.5
2024-07-30,000001,上证指数,2885.22,2879.3,2885.22,2865.15,269477482590.4
2024-07-31,000001,上证指数,2877.54,2938.75,2940.59,2876.3,418871723403.4
2024-08-01,000001,上证指数,2940.12,2932.39,2947.88,2928.83,352586120370.1
2024-08-02,000001,上证指数,2913.02,2905.34,2931.26,2902.72,314917985409.5
2024-08-05,000001,上证指数,2889.36,2860.7,2919.03,2860.7,356863001418.9
2024-08-06,000001,上证指数,2878.65,2867.28,2888.2,2845.34,295835558778.0
2024-08-07,000001,上证指数,2864.01,2869.83,2886.94,2857.72,263793649805.1
2024-08-08,000001,上证指数,2864.76,2869.9,2886.4,2850.87,271107919481.4
2024-08-09,000001,上证指数,2879.87,2862.19,2887.85,2862.19,252884027037.8
2024-08-12,000001,上证指数,2858.89,2858.2,2869.27,2851.3,217626684526.6
2024-08-13,000001,上证指数,2860.41,2867.95,2867.95,2845.31,210908509413.5
2024-08-14,000001,上证指数,2866.24,2850.65,2866.24,2850.4,207457552384.6
2024-08-15,000001,上证指数,2844.2,2877.36,2889.09,2839.39,254987115634.9
2024-08-16,000001,上证指数,2877.94,2879.43,2888.68,2873.06,243608265392.4
2024-08-19,000001,上证指数,2877.95,2893.67,2905.15,2877.77,242994885290.2
2024-08-20,000001,上证指数,2895.55,2866.66,2896.52,2855.33,237307803964.2
2024-08-21,000001,上证指数,2858.94,2856.58,2863.89,2848.15,209909187787.0
2024-08-22,000001,上证指数,2856.2,2848.77,2861.61,2845.5,230124077189.6
2024-08-23,000001,上证指数,2844.77,2854.37,2860.73,2839.34,214581900323.2
2024-08-26,000001,上证指数,2855.47,2855.52,2860.65,2844.38,216806649036.9
2024-08-27,000001,上证指数,2850.88,2848.73,2853.78,2843.16,215686326235.9
2024-08-28,000001,上证指数,2844.33,2837.43,2852.56,2830.96,213862368727.5
2024-08-29,000001,上证指数,2829.45,2823.11,2831.43,2815.38,257644228807.6
2024-08-30,000001,上证指数,2819.65,2842.21,2867.96,2817.01,384092892138.4
2024-09-02,000001,上证指数,2832.35,2811.04,2839.28,2810.37,314813036715.5
2024-09-03,000001,上证指数,2809.17,2802.98,2814.9,2794.91,252782482525.1
2024-09-04,000001,上证指数,2786.5,2784.28,2800.61,2781.94,234711697257.6
2024-09-05,000001,上证指数,2785.26,2788.31,2796.02,2777.47,227514507237.8
2024-09-06,000001,上证指数,2791.76,2765.81,2804.09,2765.64,228570135026.9
2024-09-09,000001,上证指数,2754.72,2736.49,2756.56,2726.97,236605848473.8
2024-09-10,000001,上证指数,2737.88,2744.19,2750.12,2718.63,226408492961.9
2024-09-11,000001,上证指数,2732.73,2721.8,2732.73,2710.62,219755948411.4
2024-09-12,000001,上证指数,2722.14,2717.12,2734.68,2716.56,218571098697.3
2024-09-13,000001,上证指数,2718.99,2704.09,2728.78,2703.37,227818801149.3
2024-09-18,000001,上证指数,2705.35,2717.28,2724.11,2689.7,213090588644.7
2024-09-19,000001,上证指数,2723.21,2736.02,2747.74,2697.78,280536046232.0
2024-09-20,000001,上证指数,2734.23,2736.81,2741.16,2717.95,255433329892.5
2024-09-23,000001,上证指数,2735.39,2748.92,2760.48,2731.36,235214505877.1
2024-09-24,000001,上证指数,2770.75,2863.13,2863.15,2761.37,442795296868.8
2024-09-25,000001,上证指数,2901.42,2896.31,2952.45,2889.05,516698093562.2
2024-09-26,000001,上证指数,2893.75,3000.95,3000.95,2889.01,524669070870.6
2024-09-27,000001,上证指数,3049.1,3087.53,3087.53,3017.45,480612559539.5
2024-09-30,000001,上证指数,3194.72,3336.5,3358.59,3153.7,1167772549990.4
2024-10-08,000001,上证指数,3674.4,3489.78,3674.4,3372.19,1510513250817.1
2024-10-09,000001,上证指数,3427.22,3258.86,3437.16,3249.16,1264311454429.5
2024-10-10,000001,上证指数,3277.69,3301.93,3379.81,3228.12,947788514989.0
2024-10-11,000001,上证指数,3287.87,3217.74,3297.75,3187.99,664332794461.9
2024-10-14,000001,上证指数,3241.43,3284.32,3294.62,3203.9,701499242569.3
2024-10-15,000001,上证指数,3265.75,3201.29,3285.21,3201.29,619091471860.4
2024-10-16,000001,上证指数,3169.17,3202.95,3236.85,3167.74,533062408932.0
2024-10-17,000001,上证指数,3220.73,3169.38,3241.57,3169.38,557347351398.0
2024-10-18,000001,上证指数,3165.97,3261.56,3313.98,3152.82,827948922139.1
2024-10-21,000001,上证指数,3276.06,3268.11,3300.66,3239.1,855781454017.1
2024-10-22,000001,上证指数,3263.82,3285.87,3294.96,3255.14,698861461335.1
2024-10-23,000001,上证指数,3285.25,3302.8,3331.08,3277.07,760066419549.9
2024-10-24,000001,上证指数,3287.82,3280.26,3292.94,3266.88,585248946960.3
2024-10-25,000001,上证指数,3280.76,3299.7,3319.36,3276.13,677255321349.3
2024-10-28,000001,上证指数,3300.46,3322.2,3322.2,3279.72,717510218018.9
2024-10-29,000001,上证指数,3328.09,3286.41,3340.46,3284.21,806573822261.9
2024-10-30,000001,上证指数,3273.64,3266.24,3291.68,3244.81,730619786746.3
2024-10-31,000001,上证指数,3267.98,3279.82,3295.74,3252.39,864970968962.6
2024-11-01,000001,上证指数,3275.58,3272.01,3305.32,3258.73,878112793944.5
2024-11-04,000001,上证指数,3275.68,3310.21,3310.21,3263.84,692341763272.3
2024-11-05,000001,上证指数,3306.81,3386.99,3386.99,3302.05,929931429368.6
2024-11-06,000001,上证指数,3395.22,3383.81,3421.0,3367.08,1026807640357.8
2024-11-07,000001,上证指数,3359.99,3470.66,3470.66,3356.26,1048841306120.8
2024-11-08,000001,上证指数,3502.13,3452.3,3509.82,3443.19,1107932295571.4
2024-11-11,000001,上证指数,3432.37,3470.07,3471.12,3416.73,1024334899510.8
2024-11-12,000001,上证指数,3469.89,3421.97,3489.42,3402.04,1039600859287.1
2024-11-13,000001,上证指数,3406.92,3439.28,3442.3,3404.53,829435316989.4
2024-11-14,000001,上证指数,3429.51,3379.84,3441.77,3376.15,762884198784.3
2024-11-15,000001,上证指数,3369.81,3330.73,3391.32,3330.73,745937122428.3
2024-11-18,000001,上证指数,3344.69,3323.85,3386.9,3309.01,755809644463.3
2024-11-19,000001,上证指数,3324.88,3346.01,3346.76,3284.13,651575376256.0
2024-11-20,000001,上证指数,3337.68,3367.99,3375.25,3333.0,627858323157.0
2024-11-21,000001,上证指数,3362.94,3370.4,3378.52,3348.86,614517433700.1
2024-11-22,000001,上证指数,3368.04,3267.19,3372.0,3267.19,707626460331.8
2024-11-25,000001,上证指数,3274.88,3263.76,3285.46,3232.92,596502088292.4
2024-11-26,000001,上证指数,3256.86,3259.76,3285.33,3252.87,509490596260.8
2024-11-27,000001,上证指数,3250.59,3309.78,3309.88,3227.36,571617596023.5
2024-11-28,000001,上证指数,3308.28,3295.7,3319.26,3290.36,558164131747.0
2024-11-29,000001,上证指数,3295.21,3326.46,3357.5,3293.69,663851511036.4
2024-12-02,000001,上证指数,3328.48,3363.98,3369.3,3323.01,709509517836.3
2024-12-03,000001,上证指数,3366.29,3378.81,3386.62,3348.37,683982592769.1
2024-12-04,000001,上证指数,3376.57,3364.65,3388.02,3352.94,653467546717.8
2024-12-05,000001,上证指数,3353.06,3368.86,3377.06,3353.06,565551128328.2
2024-12-06,000001,上证指数,3370.94,3404.08,3418.26,3364.21,685981058113.5
2024-12-09,000001,上证指数,3402.63,3402.53,3426.65,3385.96,649443191295.4
2024-12-10,000001,上证指数,3490.29,3422.66,3494.87,3417.77,860483994841.6
2024-12-11,000001,上证指数,3416.09,3432.49,3437.81,3416.09,692929618702.8
2024-12-12,000001,上证指数,3432.28,3461.5,3464.12,3425.98,734168982735.3
2024-12-13,000001,上证指数,3442.93,3391.88,3442.93,3390.75,850714862974.4
2024-12-16,000001,上证指数,3390.08,3386.33,3401.93,3376.54,675237492920.5
2024-12-17,000001,上证指数,3381.81,3361.49,3396.21,3357.77,584789337297.5
2024-12-18,000001,上证指数,3371.3,3382.21,3396.46,3371.3,539790684420.2
2024-12-19,000001,上证指数,3355.9,3370.03,3377.53,3346.47,559130979000.3
2024-12-20,000001,上证指数,3364.48,3368.07,3390.62,3362.82,596821938643.8
2024-12-23,000001,上证指数,3367.9,3351.26,3384.99,3348.28,623117789296.1
2024-12-24,000001,上证指数,3353.54,3393.53,3394.9,3352.95,530758037565.0
2024-12-25,000001,上证指数,3395.11,3393.35,3406.21,3374.01,522168241894.2
2024-12-26,000001,上证指数,3389.34,3398.08,3401.1,3380.26,518937022553.4
2024-12-27,000001,上证指数,3397.29,3400.14,3418.95,3388.32,586090438939.4
2024-12-30,000001,上证指数,3395.4,3407.33,3412.84,3394.96,522245330169.5
2024-12-31,000001,上证指数,3406.97,3351.76,3413.45,3351.76,562584237431.1
2025-01-02,000001,上证指数,3347.94,3262.56,3351.72,3242.09,603340526739.8
2025-01-03,000001,上证指数,3267.08,3211.43,3273.57,3205.78,523159754706.6
2025-01-06,000001,上证指数,3209.78,3206.92,3219.49,3185.46,444188212831.1
2025-01-07,000001,上证指数,3203.31,3229.64,3230.85,3190.46,436388386572.0
2025-01-08,000001,上证指数,3218.86,3230.17,3246.29,3175.72,508148444863.7
2025-01-09,000001,上证指数,3220.72,3211.39,3228.97,3205.91,434445510330.2
2025-01-10,000001,上证指数,3211.71,3168.52,3220.11,3168.52,465939368047.4
2025-01-13,000001,上证指数,3148.83,3160.76,3172.7,3140.98,411773991803.5
2025-01-14,000001,上证指数,3165.16,3240.94,3245.22,3159.43,538983836002.5
2025-01-15,000001,上证指数,3234.72,3227.12,3245.9,3222.24,466216166943.7
2025-01-16,000001,上证指数,3239.03,3236.03,3265.28,3217.1,499055442444.4
2025-01-17,000001,上证指数,3226.76,3241.82,3256.51,3219.77,456553132960.4
2025-01-20,000001,上证指数,3256.15,3244.38,3268.26,3238.12,469741031397.5
2025-01-21,000001,上证指数,3256.83,3242.62,3258.61,3229.07,468263378897.7
2025-01-22,000001,上证指数,3235.49,3213.62,3235.5,3203.38,452312867431.3
2025-01-23,000001,上证指数,3237.6,3230.16,3273.52,3229.57,539800587226.6
2025-01-24,000001,上证指数,3222.88,3252.63,3260.01,3221.71,480685057973.2
2025-01-27,000001,上证指数,3256.61,3250.6,3274.39,3250.6,450231535760.3
2025-02-05,000001,上证指数,3270.16,3229.49,3271.02,3220.28,521103029344.4
2025-02-06,000001,上证指数,3226.58,3270.66,3271.43,3225.85,590421697753.9
2025-02-07,000001,上证指数,3269.23,3303.67,3324.43,3262.51,757613811179.4
2025-02-10,000001,上证指数,3308.04,3322.17,3325.36,3299.24,677038155519.9
2025-02-11,000001,上证指数,3323.67,3318.06,3324.17,3304.44,632166670870.5
2025-02-12,000001,上证指数,3312.26,3346.39,3346.39,3310.39,647387578503.4
2025-02-13,000001,上证指数,3343.23,3332.48,3359.18,3332.48,705799791954.1
2025-02-14,000001,上证指数,3328.48,3346.72,3349.08,3322.53,667555376411.5
2025-02-17,000001,上证指数,3355.42,3355.83,3357.12,3333.19,750113054935.2
2025-02-18,000001,上证指数,3348.98,3324.49,3366.01,3314.3,696798784144.3
2025-02-19,000001,上证指数,3320.78,3351.54,3352.09,3320.58,675146370379.5
2025-02-20,000001,上证指数,3347.59,3350.78,3355.56,3338.03,670099045657.4
2025-02-21,000001,上证指数,3356.69,3379.11,3381.06,3339.03,855656954773.5
2025-02-24,000001,上证指数,3374.08,3373.03,3384.81,3355.87,802847050067.8
2025-02-25,000001,上证指数,3345.65,3346.04,3369.56,3337.84,727509770070.1
2025-02-26,000001,上证指数,3351.21,3380.21,3380.21,3351.21,747887357857.5
2025-02-27,000001,上证指数,3378.45,3388.06,3388.78,3353.57,774059980112.0
2025-02-28,000001,上证指数,3374.66,3320.9,3383.19,3318.72,758054890359.3
2025-03-03,000001,上证指数,3328.4,3316.93,3349.02,3304.59,643980682981.8
2025-03-04,000001,上证指数,3300.5,3324.21,3327.82,3297.53,568728427190.7
2025-03-05,000001,上证指数,3324.7,3341.96,3342.71,3314.15,587767599799.6
2025-03-06,000001,上证指数,3353.57,3381.1,3387.05,3348.68,736438106671.7
2025-03-07,000001,上证指数,3373.18,3372.55,3390.94,3363.93,687879051004.4
2025-03-10,000001,上证指数,3373.26,3366.16,3375.8,3347.19,595026433923.3
2025-03-11,000001,上证指数,3335.44,3379.83,3379.83,3334.83,592285777947.1
2025-03-12,000001,上证指数,3385.69,3371.92,3392.41,3370.22,648501625854.2
2025-03-13,000001,上证指数,3371.09,3358.73,3377.12,3341.12,636211623471.0
2025-03-14,000001,上证指数,3361.69,3419.56,3421.23,3360.61,750041647163.9
2025-03-17,000001,上证指数,3430.81,3426.13,3436.35,3422.46,639349980361.1
2025-03-18,000001,上证指数,3434.57,3429.76,3437.07,3423.3,586338207325.5
2025-03-19,000001,上证指数,3424.17,3426.43,3439.05,3414.59,559970207906.8
2025-03-20,000001,上证指数,3425.22,3408.95,3427.05,3404.66,565607596558.8
2025-03-21,000001,上证指数,3401.76,3364.83,3414.71,3355.84,623164007297.2
2025-03-24,000001,上证指数,3364.83,3370.03,3373.69,3340.24,586745474406.0
2025-03-25,000001,上证指数,3370.0,3369.98,3379.99,3361.05,516435662209.0
2025-03-26,000001,上证指数,3365.67,3368.7,3382.34,3365.67,485185602278.8
2025-03-27,000001,上证指数,3362.71,3373.75,3394.03,3351.17,496457111680.0
2025-03-28,000001,上证指数,3372.04,3351.31,3375.05,3346.08,468807615343.1
2025-03-31,000001,上证指数,3343.34,3335.75,3361.74,3317.74,531475775844.1
2025-04-01,000001,上证指数,3340.71,3348.44,3357.62,3338.78,499415666019.2
2025-04-02,000001,上证指数,3344.17,3350.13,3361.13,3343.12,411666039517.9
2025-04-03,000001,上证指数,3319.61,3342.01,3358.43,3319.61,486510412986.4
2025-04-07,000001,上证指数,3193.1,3096.58,3217.78,3040.69,735367327481.5
2025-04-08,000001,上证指数,3094.26,3145.55,3145.55,3085.12,730166160654.7
2025-04-09,000001,上证指数,3110.01,3186.81,3186.81,3070.08,755430247444.1
2025-04-10,000001,上证指数,3227.84,3223.64,3239.94,3201.57,682356544755.6
2025-04-11,000001,上证指数,3219.51,3238.23,3249.85,3211.35,580791402193.7
2025-04-14,000001,上证指数,3251.98,3262.81,3272.72,3244.73,543811431533.9
2025-04-15,000001,上证指数,3260.69,3267.66,3268.98,3246.34,456332610419.5
2025-04-16,000001,上证指数,3267.67,3276.0,3276.0,3233.79,489200692651.5
2025-04-17,000001,上证指数,3261.72,3280.34,3285.92,3258.15,442596764018.0
2025-04-18,000001,上证指数,3270.35,3276.73,3283.09,3262.39,380313472554.0
2025-04-21,000001,上证指数,3273.14,3291.43,3298.64,3270.01,429391687759.8
2025-04-22,000001,上证指数,3289.17,3299.76,3311.15,3288.33,452675441997.0
2025-04-23,000001,上证指数,3308.15,3296.36,3312.19,3293.06,486209315161.0
2025-04-24,000001,上证指数,3295.15,3297.29,3313.51,3286.24,434706037225.2
2025-04-25,000001,上证指数,3300.39,3295.06,3305.26,3288.75,445417627332.6
2025-04-28,000001,上证指数,3292.06,3288.41,3296.93,3279.88,441916383127.0
2025-04-29,000001,上证指数,3281.45,3286.65,3294.98,3277.63,430881033503.5
2025-04-30,000001,上证指数,3284.08,3279.03,3292.2,3277.55,505572584224.8
2025-05-06,000001,上证指数,3295.25,3316.11,3316.45,3286.99,551825065624.5
2025-05-07,000001,上证指数,3354.97,3342.67,3356.69,3324.81,595230089056.8
2025-05-08,000001,上证指数,3331.21,3352.0,3359.73,3327.9,501611375480.2
2025-05-09,000001,上证指数,3350.41,3342.0,3351.22,3335.13,464862361533.5
2025-05-12,000001,上证指数,3352.97,3369.24,3372.47,3344.27,522080702357.3
2025-05-13,000001,上证指数,3386.23,3374.87,3386.23,3370.25,506608943780.3
2025-05-14,000001,上证指数,3374.24,3403.95,3417.31,3368.08,534872944626.8
2025-05-15,000001,上证指数,3398.43,3380.82,3402.87,3378.02,461292249433.7
2025-05-16,000001,上证指数,3374.71,3367.46,3380.29,3356.66,435647042664.2
2025-05-19,000001,上证指数,3365.88,3367.58,3373.6,3356.65,437177569219.3
2025-05-20,000001,上证指数,3371.69,3380.48,3387.8,3369.96,450290477203.2
2025-05-21,000001,上证指数,3380.21,3387.57,3394.75,3380.21,465956993372.1
2025-05-22,000001,上证指数,3381.87,3380.19,3390.59,3376.23,438334515335.4
2025-05-23,000001,上证指数,3376.87,3348.37,3389.47,3348.37,468587869621.5
2025-05-26,000001,上证指数,3346.56,3346.84,3362.31,3336.36,400526568362.5
2025-05-27,000001,上证指数,3346.5,3340.69,3351.57,3332.49,394408732880.1
2025-05-28,000001,上证指数,3341.85,3339.93,3348.23,3336.73,389341214708.2
2025-05-29,000001,上证指数,3340.4,3363.45,3368.63,3337.42,453741382170.8
2025-05-30,000001,上证指数,3358.81,3347.49,3361.28,3341.65,443358967722.6
2025-06-03,000001,上证指数,3340.07,3361.98,3367.0,3340.07,468292670251.0
2025-06-04,000001,上证指数,3363.39,3376.2,3379.64,3363.39,446844610692.2
2025-06-05,000001,上证指数,3378.22,3384.1,3387.76,3371.15,498241228900.9
2025-06-06,000001,上证指数,3384.29,3385.36,3391.45,3379.76,452743716106.4
2025-06-09,000001,上证指数,3388.78,3399.77,3402.05,3383.07,511879936968.4
2025-06-10,000001,上证指数,3402.01,3384.82,3406.45,3365.67,557427629004.8
2025-06-11,000001,上证指数,3385.46,3402.32,3413.51,3385.46,501807385818.0
2025-06-12,000001,上证指数,3397.97,3402.66,3408.2,3388.87,501624560637.2
2025-06-13,000001,上证指数,3397.48,3377.0,3401.55,3370.59,605384839391.2
2025-06-16,000001,上证指数,3369.37,3388.73,3389.76,3368.88,481594409526.3
2025-06-17,000001,上证指数,3388.18,3387.4,3393.31,3376.42,458038158678.3
2025-06-18,000001,上证指数,3386.14,3388.81,3391.71,3369.99,441011095449.0
2025-06-19,000001,上证指数,3384.29,3362.11,3386.92,3353.94,473258595431.1
2025-06-20,000001,上证指数,3358.91,3359.9,3370.8,3357.71,410873272619.8
2025-06-23,000001,上证指数,3349.46,3381.58,3389.45,3347.65,442789178469.5
2025-06-24,000001,上证指数,3380.08,3420.57,3423.78,3380.08,544882077636.6
2025-06-25,000001,上证指数,3419.09,3455.97,3459.01,3417.41,620173277605.0
2025-06-26,000001,上证指数,3451.72,3448.45,3462.75,3446.19,603095111896.8
2025-06-27,000001,上证指数,3450.69,3424.23,3462.63,3421.04,605731616257.7
2025-06-30,000001,上证指数,3423.47,3444.43,3447.46,3420.11,567137246034.1
2025-07-01,000001,上证指数,3445.85,3457.75,3459.59,3441.04,553556536157.1
2025-07-02,000001,上证指数,3458.17,3454.79,3461.33,3447.96,543130721694.1
2025-07-03,000001,上证指数,3456.15,3461.15,3463.62,3446.97,500211767756.2
2025-07-04,000001,上证指数,3459.59,3472.32,3497.22,3455.49,567241277895.0
2025-07-07,000001,上证指数,3467.98,3473.13,3474.8,3462.79,476197431422.8
2025-07-08,000001,上证指数,3474.63,3497.48,3499.89,3474.63,567506524760.7
2025-07-09,000001,上证指数,3498.72,3493.05,3512.67,3491.2,595962525111.9
2025-07-10,000001,上证指数,3491.5,3509.68,3526.59,3491.5,613160543948.2
2025-07-11,000001,上证指数,3511.37,3510.18,3555.22,3506.8,753549049070.7
2025-07-14,000001,上证指数,3513.25,3519.65,3532.12,3513.25,623102482278.4
2025-07-15,000001,上证指数,3519.81,3505.0,3527.04,3483.38,646851665146.7
2025-07-16,000001,上证指数,3502.9,3503.78,3511.81,3489.14,572419318650.3
2025-07-17,000001,上证指数,3500.37,3516.83,3517.28,3499.19,609791010257.6
2025-07-18,000001,上证指数,3519.48,3534.48,3536.01,3518.23,643627574928.6
2025-07-21,000001,上证指数,3542.82,3559.79,3560.63,3542.57,730905862905.4
2025-07-22,000001,上证指数,3561.63,3581.86,3584.72,3547.25,840573441871.1
2025-07-23,000001,上证指数,3588.88,3582.3,3613.02,3577.59,857045959534.1
2025-07-24,000001,上证指数,3578.91,3605.73,3608.73,3577.11,852239625256.5
2025-07-25,000001,上证指数,3604.45,3593.66,3610.03,3586.22,821609575947.0
2025-07-28,000001,上证指数,3594.23,3597.94,3606.27,3582.15,761265438432.3
2025-07-29,000001,上证指数,3595.81,3609.71,3611.35,3585.94,793606423704.5
2025-07-30,000001,上证指数,3608.35,3615.72,3636.17,3593.73,819627949113.9
2025-07-31,000001,上证指数,3604.7,3573.21,3606.37,3562.61,845893058058.2
2025-08-01,000001,上证指数,3568.26,3559.95,3581.75,3550.04,684645226021.3
2025-08-04,000001,上证指数,3547.16,3583.31,3583.31,3547.16,639775598456.7
2025-08-05,000001,上证指数,3588.81,3617.6,3617.6,3586.97,656382505101.8
2025-08-06,000001,上证指数,3615.81,3633.99,3634.31,3613.99,707221251607.5
2025-08-07,000001,上证指数,3637.78,3639.67,3645.12,3622.52,749699997336.3
2025-08-08,000001,上证指数,3634.85,3635.13,3645.37,3625.45,713569731141.5
2025-08-11,000001,上证指数,3637.05,3647.55,3656.85,3629.63,751329446777.5
2025-08-12,000001,上证指数,3647.96,3665.92,3669.04,3647.96,778161034248.2
2025-08-13,000001,上证指数,3668.66,3683.46,3688.63,3666.55,887022595719.3
2025-08-14,000001,上证指数,3685.52,3666.44,3704.77,3662.57,949464273623.5
2025-08-15,000001,上证指数,3659.81,3696.77,3702.26,3658.38,960624988909.0
2025-08-18,000001,上证指数,3712.5,3728.03,3745.94,3702.38,1133941943157.7
2025-08-19,000001,上证指数,3728.49,3727.29,3746.67,3718.15,1060899235668.4
2025-08-20,000001,上证指数,3716.68,3766.21,3767.43,3704.99,1017500164063.9
2025-08-21,000001,上证指数,3770.68,3771.1,3787.98,3757.99,997741900750.3
